答案	題號	題目	year	qtype	uid	Status	Content type	Error Cause	gpt_response	answerletter	reasoning	confidence_answer_likert	classification	confidence_classification_likert	polarity	confidence_polarity_likert	vignette	confidence_vignette_likert	isCorrect	answerletter___img	reasoning___img	picture_decription	picture_helpful	why_picture_helpful	image_type_correct	image_content_correct	image_content_helpful	answerletter_without_picture	confidence_answer_without_picture_likert	isCorrect_image	isCorrect_image_noimg	uid___img	isHigher	isNegative	isClinical	isImage	isImageHelpful	mergedCorrect	mergedConfidence	ECG	Clinical	US	CXR	Plainfilm	CT	OtherImg	CntImg
C	11	"創傷病人床旁超音波檢查的徵象，哪一種會讓你懷疑病人有氣胸
（pneumothorax）？
（Ａ）A-lines。
（Ｂ）B-lines。
（Ｃ）Lung point sign。
（Ｄ）Lung sliding。
（Ｅ）Tissue-like sign。"	107	text	107_011	200	application/json		"{
""answerletter"": ""C"",
""reasoning"": ""The 'Lung point sign' is a specific sonographic sign of pneumothorax. It is the point where normal lung (with sliding) and pneumothorax (without sliding) meet. This sign is highly specific for pneumothorax."", 
""confidence_answer_likert"": 5,
""classification"": ""Higher"",
""confidence_classification_likert"": 5,
""polarity"": ""Positive"",
""confidence_polarity_likert"": 5,
""vignette"": ""Without Vignette"",
""confidence_vignette_likert"": 5
}"	C	The 'Lung point sign' is a specific sonographic sign of pneumothorax. It is the point where normal lung (with sliding) and pneumothorax (without sliding) meet. This sign is highly specific for pneumothorax.	5	Higher	5	Positive	5	Without Vignette	5	1														1	0	0	0	9	1	5	0	0	0	0	0	0	0	0
C	12	"一名 21 歲男性騎車自摔結果呼吸困難被送到急診，非常躁動且抓著頸部鎖骨部位，BP：170/92 mmHg，HR：140 次/min，RR：31 次/min，初步評估發現呼吸急促有stridor，trachea 沒有偏移，兩側呼吸音減弱且對稱起伏，請問下列診斷何者最有可能？
（Ａ）Tension pneumothorax。
（Ｂ）Flail chest。
（Ｃ）Posterior dislocation of clavicular head。
（Ｄ）Massive hemothorax。
（Ｅ）Hyperventilation。"	107	text	107_012	200	application/json		"{
""answerletter"": ""A"",
""reasoning"": ""The patient's symptoms of difficulty breathing, agitation, and clutching at the neck and clavicle area, along with the physical findings of rapid breathing with stridor and decreased, symmetric breath sounds, are most consistent with a tension pneumothorax. This condition occurs when air enters the pleural space and cannot escape, leading to increased pressure in the chest that can compress the lungs and other structures, causing severe respiratory distress."",
""confidence_answer_likert"": 5,
""classification"": ""Higher"",
""confidence_classification_likert"": 5,
""polarity"": ""Positive"",
""confidence_polarity_likert"": 5,
""vignette"": ""With Vignette"",
""confidence_vignette_likert"": 5
}"	A	"The patient's symptoms of difficulty breathing, agitation, and clutching at the neck and clavicle area, along with the physical findings of rapid breathing with stridor and decreased, symmetric breath sounds, are most consistent with a tension pneumothorax. This condition occurs when air enters the pleural space and cannot escape, leading to increased pressure in the chest that can compress the lungs and other structures, causing severe respiratory distress."	5	Higher	5	Positive	5	With Vignette	5	0														1	0	1	0	9	0	5	0	0	0	0	0	0	0	0
D	13	"以下哪一位病人可考慮在急診進行緊急開胸手術（resuscitative thoracotomy）？
（Ａ）35 歲男性高處墜落後右側胸部無呼吸音，到院呈現 asystole。
（Ｂ）20 歲男性與人打鬥後左胸被刀刺入，無呼吸心跳，到院呈現
asystole。
（Ｃ）19 歲女性開車車禍後前胸撞擊方向盤，到院無呼吸心跳，呈現
pulseless electrical activity（PEA）。
（Ｄ）25 歲男性左胸遭受槍傷，到院無呼吸心跳，呈現PEA。
（Ｅ）30 歲男性從鷹架跌落，胸部變形，到院無呼吸心跳，呈現
asystole。"	107	text	107_013	200	application/json		"{
""answerletter"": ""D"",
""reasoning"": ""Resuscitative thoracotomy is considered in patients with penetrating chest trauma (like gunshot wounds) who lose vital signs en route to the hospital or in the emergency department. The patient in option D, a 25-year-old male with a gunshot wound to the chest, fits this criteria. The procedure allows for control of hemorrhage, relief of cardiac tamponade, and direct cardiac massage. The other patients either have blunt trauma or are in asystole, both of which have poor outcomes with resuscitative thoracotomy."", 
""confidence_answer_likert"": 5,
""classification"": ""Higher"",
""confidence_classification_likert"": 5,
""polarity"": ""Positive"",
""confidence_polarity_likert"": 5,
""vignette"": ""With Vignette"",
""confidence_vignette_likert"": 5
}"	D	"Resuscitative thoracotomy is considered in patients with penetrating chest trauma (like gunshot wounds) who lose vital signs en route to the hospital or in the emergency department. The patient in option D, a 25-year-old male with a gunshot wound to the chest, fits this criteria. The procedure allows for control of hemorrhage, relief of cardiac tamponade, and direct cardiac massage. The other patients either have blunt trauma or are in asystole, both of which have poor outcomes with resuscitative thoracotomy."	5	Higher	5	Positive	5	With Vignette	5	1														1	0	1	0	9	1	5	0	0	0	0	0	0	0	0
B	14	"外傷病人常會遇到困難插管，病人是否可能為困難插管可用 LEMON 縮寫評估，下列敘述何者較不適當？
（Ａ）L：Look externally，直接肉眼評估病人外觀是否困難插管。
（Ｂ）E：Evaluate the 3-3-2 rules，使用手指指幅評估病人，張嘴需達三指幅，舌骨至下巴需達三指幅，甲狀軟骨至舌骨需達兩指幅。
（Ｃ）M：Mallampati，病人張嘴後利用懸壅垂評估。
（Ｄ）O：Obstruction，是否有 airway 阻塞現象。
（Ｅ）N：Neck mobility。"	107	text	107_014	200	application/json		"{
""answerletter"": ""C"",
""reasoning"": ""The Mallampati score is used to predict the ease of intubation. However, it is not evaluated by using the uvula (懸壅垂) as stated in the question. Instead, it is evaluated by asking the patient to open their mouth and protrude their tongue to the maximum, then the visibility of the base of uvula, faucial pillars and soft palate are checked. Therefore, the description in option C is inappropriate."",
""confidence_answer_likert"": 5,
""classification"": ""Higher"",
""confidence_classification_likert"": 5,
""polarity"": ""Negative"",
""confidence_polarity_likert"": 5,
""vignette"": ""Without Vignette"",
""confidence_vignette_likert"": 5
}"	C	"The Mallampati score is used to predict the ease of intubation. However, it is not evaluated by using the uvula (懸壅垂) as stated in the question. Instead, it is evaluated by asking the patient to open their mouth and protrude their tongue to the maximum, then the visibility of the base of uvula, faucial pillars and soft palate are checked. Therefore, the description in option C is inappropriate."	5	Higher	5	Negative	5	Without Vignette	5	0														1	1	0	0	9	0	5	0	0	0	0	0	0	0	0
AD	15	"關於小兒外傷，下列敘述何者較不適當？
（Ａ）小兒胸部創傷，肋骨骨折較肺挫傷常見。
（Ｂ）小兒腹部鈍傷最常見為脾臟裂傷，大多數不需要血管栓塞或手術治療。
（Ｃ）環甲膜切開術可在 12 歲以上之兒童執行。
（Ｄ）若需要輸血，每公斤需 20mL 的pRBC。
（Ｅ）緊急處置時若打不上靜脈針，可考慮骨針。"	107	text	107_015	200	application/json		"{
""answerletter"": ""A"",
""reasoning"": ""In pediatric trauma, lung contusion is more common than rib fractures. This is because children's ribs are more flexible and less likely to fracture than adults'. Instead, the energy from the trauma is transferred to the lung causing contusion."", 
""confidence_answer_likert"": 5,
""classification"": ""Higher"",
""confidence_classification_likert"": 5,
""polarity"": ""Negative"",
""confidence_polarity_likert"": 5,
""vignette"": ""Without Vignette"",
""confidence_vignette_likert"": 5
}"	A	"In pediatric trauma, lung contusion is more common than rib fractures. This is because children's ribs are more flexible and less likely to fracture than adults'. Instead, the energy from the trauma is transferred to the lung causing contusion."	5	Higher	5	Negative	5	Without Vignette	5	1														1	1	0	0	9	1	5	0	0	0	0	0	0	0	0
D	16	"依據災害防救法第七條，下列何單位負責執行中央災害防救業務？
（Ａ）行政院國家搜救指揮中心。
（Ｂ）行政院中央災害防救委員會。
（Ｃ）衛生福利部區域緊急醫療應變中心。
（Ｄ）內政部消防署。
（Ｅ）行政院災害防救辦公室。"	107	text	107_016	200	application/json		"  ""reasoning"": ""Unable to determine the correct answer due to language limitations. However, based on the structure, the question seems to be about emergency medical response protocols."","	B	"According to the Disaster Prevention and Protection Act, Article 7, the Executive Yuan Central Disaster Prevention and Rescue Committee is responsible for executing central disaster prevention and rescue operations."	5	Lower	5	Positive	5	Without Vignette	5	0														0	0	0	0	9	0	5	0	0	0	0	0	0	0	0
A	17	"川崎氏症（Kawasaki's Disease）是造成兒童後天心臟病的主要原因之一，典型症狀除了高燒五天外，下列症狀的描述何者最不符合典型川崎氏症的臨床診斷要件？
（Ａ）雙眼結膜紅腫併有黃色分泌物。
（Ｂ）嘴唇發紅乾裂。
（Ｃ）身上廣布性紅色斑疹。
（Ｄ）手掌腳掌水腫。
（Ｅ）頸部單側約 2 公分大的淋巴結。"	107	text	107_017	200	application/json		"{
""answerletter"": ""A"",
""reasoning"": ""Kawasaki disease typically presents with bilateral conjunctival injection without exudate, thus the presence of yellow discharge in the eyes (option A) is not a typical feature of Kawasaki disease. The other options (B, C, D, E) are consistent with the typical clinical features of Kawasaki disease, which include red, cracked lips; a rash; swelling in the hands and feet; and enlarged lymph nodes."", 
""confidence_answer_likert"": 5,
""classification"": ""Higher"",
""confidence_classification_likert"": 5,
""polarity"": ""Negative"",
""confidence_polarity_likert"": 5,
""vignette"": ""With Vignette"",
""confidence_vignette_likert"": 5
}"	A	"Kawasaki disease typically presents with bilateral conjunctival injection without exudate, thus the presence of yellow discharge in the eyes (option A) is not a typical feature of Kawasaki disease. The other options (B, C, D, E) are consistent with the typical clinical features of Kawasaki disease, which include red, cracked lips; a rash; swelling in the hands and feet; and enlarged lymph nodes."	5	Higher	5	Negative	5	With Vignette	5	1														1	1	1	0	9	1	5	0	0	0	0	0	0	0	0
B	18	"根據美國心臟學會與美國兒科醫學會在 2016 年共同推出的最新版新生兒急救建議（neonatal resuscitation），下列敘述何者較適當？
（Ａ）急救過程當中，血氧濃度的量測部位，建議為新生兒的左上肢。
（Ｂ）在清理呼吸道、給予正壓呼吸 30 秒後，若心跳量測為每分鐘 50 下，此時建議執行通氣校正步驟，包括調整面罩、重新擺位、抽吸口鼻、打開口腔、增加通氣壓力、以及考慮替代的呼吸道。
（Ｃ）在正壓通氣（尚未壓胸）時，用以通氣的氧氣濃度切勿選用純氧；在 35 週以上應設定為 21-30%，35 週以下則建議設定為 21%。
（Ｄ）在一開始的黃金 1 分鐘內，施救順序為維持體溫，病史評估，暢通呼吸道。
（Ｅ）胸部按壓建議每循環 3 秒鐘須壓胸 3 下吹一口氣。"	107	text	107_018	200	application/json		"{
""answerletter"": ""B"",
""reasoning"": ""According to the 2016 neonatal resuscitation guidelines by the American Heart Association and the American Academy of Pediatrics, if the heart rate is measured to be 50 beats per minute after clearing the airway and providing positive pressure ventilation for 30 seconds, it is recommended to perform ventilation correction steps, including adjusting the mask, repositioning, suctioning the mouth and nose, opening the mouth, increasing ventilation pressure, and considering alternative airways."",
""confidence_answer_likert"": 5,
""classification"": ""Higher"",
""confidence_classification_likert"": 5,
""polarity"": ""Positive"",
""confidence_polarity_likert"": 5,
""vignette"": ""Without Vignette"",
""confidence_vignette_likert"": 5
}"	B	"According to the 2016 neonatal resuscitation guidelines by the American Heart Association and the American Academy of Pediatrics, if the heart rate is measured to be 50 beats per minute after clearing the airway and providing positive pressure ventilation for 30 seconds, it is recommended to perform ventilation correction steps, including adjusting the mask, repositioning, suctioning the mouth and nose, opening the mouth, increasing ventilation pressure, and considering alternative airways."	5	Higher	5	Positive	5	Without Vignette	5	1														1	0	0	0	9	1	5	0	0	0	0	0	0	0	0
D	19	"關於麻疹之敘述，下列何者較適當？
（Ａ）初期症狀除發燒外，常合併有噁心、嘔吐、腹痛、腹瀉和食慾不振。
（Ｂ）身上皮疹長出來的順序由身體開始，然後往上蔓延至頸部與頭部，最後到四肢、手掌與腳掌。
（Ｃ）皮疹長出來之前並不會傳染給其他人。
（Ｄ）此疾病屬於第二類法定傳染性疾病，需於 24 小時內完成通報。
（Ｅ）可經由飛沫與口鼻分泌物傳染，但不會經由空氣傳染。"	107	text	107_019	200	application/json		"{
""answerletter"": ""D"",
""reasoning"": ""Measles is a highly contagious disease caused by the measles virus. It is a notifiable disease in many countries, including Taiwan, where this question seems to originate. This means that health professionals are required to report suspected cases to health authorities, often within 24 hours. This is to allow for public health interventions to prevent the spread of the disease. The other options are either incorrect or partially incorrect. For example, measles rash typically begins on the face and then spreads to the rest of the body, not the other way around as stated in option B. Also, measles can be transmitted before the rash appears (contrary to option C), and it is airborne, contrary to option E."",
""confidence_answer_likert"": 5,
""classification"": ""Higher"",
""confidence_classification_likert"": 5,
""polarity"": ""Positive"",
""confidence_polarity_likert"": 5,
""vignette"": ""Without Vignette"",
""confidence_vignette_likert"": 5
}"	D	"Measles is a highly contagious disease caused by the measles virus. It is a notifiable disease in many countries, including Taiwan, where this question seems to originate. This means that health professionals are required to report suspected cases to health authorities, often within 24 hours. This is to allow for public health interventions to prevent the spread of the disease. The other options are either incorrect or partially incorrect. For example, measles rash typically begins on the face and then spreads to the rest of the body, not the other way around as stated in option B. Also, measles can be transmitted before the rash appears (contrary to option C), and it is airborne, contrary to option E."	5	Higher	5	Positive	5	Without Vignette	5	1														1	0	0	0	9	1	5	0	0	0	0	0	0	0	0
D	20	"3 歲男童主訴腹痛一天多，家屬表示活力不佳、胃口極差。只要一接近此孩童就哭鬧不安，根本無法配合身體檢查。有關小兒腹痛，下列敘述何者較不適當？
（Ａ）任何活力不佳、食慾不好的孩童評估檢查的第一步驟，是確認床邊血糖（bedside glucose）。
（Ｂ）若此病童最後診斷為闌尾炎，可能已經破裂並合併腹膜炎。
（Ｃ）若有關節炎合併全身皮疹，但皮疹分布不均，尤其下肢與臀部出現的紅疹比上肢與胸腹部來的又多又早，則需優先考慮過敏性紫斑症
（Henoch-Scholein purpura）。
（Ｄ）若此病童持續有劇烈嘔吐、體重減輕與脫水徵狀，則需優先考慮幽門狹窄症（pyloric stenosis）。
（Ｅ）此病童也可能是腸套疊，且應同時檢查是否合併有淋巴癌
（lymphoma）或梅克爾憩室（Meckel's diverticulum）等其他病灶。"	107	text	107_020	200	application/json		"{
""answerletter"": ""A"",
""reasoning"": ""The first step in evaluating a child with poor vitality and appetite is not necessarily to confirm bedside glucose. While hypoglycemia can cause these symptoms, it is not the only cause. A comprehensive assessment including history taking, physical examination and possibly further investigations based on the findings should be the first step. The other options (B, C, D, E) are all possible scenarios that could explain the child's symptoms and are therefore more appropriate."", 
""confidence_answer_likert"": 5,
""classification"": ""Higher"",
""confidence_classification_likert"": 5,
""polarity"": ""Negative"",
""confidence_polarity_likert"": 5,
""vignette"": ""With Vignette"",
""confidence_vignette_likert"": 5
}"	A	"The first step in evaluating a child with poor vitality and appetite is not necessarily to confirm bedside glucose. While hypoglycemia can cause these symptoms, it is not the only cause. A comprehensive assessment including history taking, physical examination and possibly further investigations based on the findings should be the first step. The other options (B, C, D, E) are all possible scenarios that could explain the child's symptoms and are therefore more appropriate."	5	Higher	5	Negative	5	With Vignette	5	0														1	1	1	0	9	0	5	0	0	0	0	0	0	0	0
C	21	"關於小兒抽搐（seizure），下列敘述何者較不適當？
（Ａ）熱痙攣（febrile convulsion）為小兒抽搐最常見的原因。
（Ｂ）證據顯示熱痙攣的孩童不建議給予抗癲癇藥物。
（Ｃ）熱痙攣的孩童積極給予退燒藥物可減少再次發作的機會。
（Ｄ）3 歲以下第一次發生無發燒痙攣（afebrile seizure）的病童，建議施行腦部電腦斷層檢查。
（Ｅ）若重積癲癇症（status epilepticus）的病童最後使用propofol 持續滴注治療，需注意代謝性酸血症、橫紋肌溶解症、腎衰竭或心衰竭等合併症。"	107	text	107_021	200	application/json		"{
""answerletter"": ""C"",
""reasoning"": ""While it is true that antipyretics are often used to manage fever in children with febrile seizures, there is no strong evidence to suggest that their use reduces the risk of recurrent febrile seizures. The other statements are generally accepted as appropriate in the context of pediatric seizures."",
""confidence_answer_likert"": 4,
""classification"": ""Higher"",
""confidence_classification_likert"": 5,
""polarity"": ""Negative"",
""confidence_polarity_likert"": 5,
""vignette"": ""Without Vignette"",
""confidence_vignette_likert"": 5
}"	C	"While it is true that antipyretics are often used to manage fever in children with febrile seizures, there is no strong evidence to suggest that their use reduces the risk of recurrent febrile seizures. The other statements are generally accepted as appropriate in the context of pediatric seizures."	4	Higher	5	Negative	5	Without Vignette	5	1														1	1	0	0	9	1	4	0	0	0	0	0	0	0	0
D	22	"關於兒童急性心包膜炎的描述，下列敘述何者較不適當？
（Ａ）最常見的病因是感染造成的，其中最常見的病毒為克沙奇病毒
（Coxsackie virus）。
（Ｂ）典型的症狀是胸痛與呼吸窘迫。
（Ｃ）身體檢查可能發現頸靜脈怒張、肢體水腫、肝脾腫大、出現奇脈
（pulsus paradoxus）和聽診發現摩擦音（pericardial friction rub）。
（Ｄ）確定診斷的黃金準則（gold standard）為下列三項條件至少出現兩項：12 導程心電圖出現多導程ST 節段上升、胸部X 光出現心臟肥大（cardiomegaly）以及血中troponin-I 上升。
（Ｅ）存活下來的病童，有些後來會因心包膜變厚而發展成縮窄性心包膜炎（constrictive pericarditis）。"	107	text	107_022	200	application/json		"{
""answerletter"": ""D"",
""reasoning"": ""The gold standard for diagnosing acute pericarditis in children is not as described in option D. While ECG changes and elevated troponin-I levels can be seen in acute pericarditis, they are not definitive diagnostic criteria. The gold standard for diagnosis is typically echocardiography, which can visualize the pericardial effusion that is characteristic of the condition. Cardiomegaly on chest X-ray is not a typical finding in acute pericarditis."",
""confidence_answer_likert"": 5,
""classification"": ""Higher"",
""confidence_classification_likert"": 5,
""polarity"": ""Negative"",
""confidence_polarity_likert"": 5,
""vignette"": ""Without Vignette"",
""confidence_vignette_likert"": 5
}"	D	"The gold standard for diagnosing acute pericarditis in children is not as described in option D. While ECG changes and elevated troponin-I levels can be seen in acute pericarditis, they are not definitive diagnostic criteria. The gold standard for diagnosis is typically echocardiography, which can visualize the pericardial effusion that is characteristic of the condition. Cardiomegaly on chest X-ray is not a typical finding in acute pericarditis."	5	Higher	5	Negative	5	Without Vignette	5	1														1	1	0	0	9	1	5	0	0	0	0	0	0	0	0
E	23	"下列止暈、止吐藥常見的副作用，何者較不適當？
（Ａ）antihistamines（如：diphenhydramine）常見的副作用為嗜睡
（drowsiness）。
（Ｂ）benzodiazepines（如：lorazepam）常見的副作用為鎮靜
（sedation）。
（Ｃ）benzamides（如：metoclopramide）常見的副作用為錐體外症候群
（extrapyramidal symptoms）。
（Ｄ）phenothiazines（如：prochlorperazine）常見的副作用為錐體外症候群（extrapyramidal symptoms）。
（Ｅ）serotonin antagonists（如：ondansetron, granisetron）常見的副作用為錐體外症候群（extrapyramidal symptoms）。"	107	text	107_023	200	application/json		}	E	"Serotonin antagonists such as ondansetron and granisetron are commonly used as antiemetic drugs. Their common side effects include headache, constipation, and transient elevation of liver enzymes, but they are not typically associated with extrapyramidal symptoms. Extrapyramidal symptoms are more commonly associated with drugs like metoclopramide and prochlorperazine."	5	Higher	5	Negative	5	Without Vignette	5	1														1	1	0	0	9	1	5	0	0	0	0	0	0	0	0
C	24	"對於急性腹瀉的病人，進行糞便檢查的處置，何者較不適當？
（Ａ）急性腹瀉超過 3 天的病人，應該進行糞便細菌培養。
（Ｂ）免疫不全的病人有急性腹瀉時，應該進行糞便細菌培養。
（Ｃ）急性腹瀉病人所進行的糞便細菌培養，常常能培養出病原菌。
（Ｄ）對於懷疑與使用抗生素相關的腹瀉時，應該進行 Clostridium difficile
toxin 的檢驗。
（Ｅ）對於Reiter’s syndrome 的病人有急性腹瀉時，需考慮進行
Salmonella 的糞便細菌培養。"	107	text	107_024	200	application/json		"{
""answerletter"": ""C"",
""reasoning"": ""While stool culture is an important tool in diagnosing the cause of acute diarrhea, it is not always able to culture the pathogen. Many pathogens may not be culturable, or the disease may be viral or parasitic in nature, which would not be detected by a bacterial culture. Therefore, it is not appropriate to say that stool culture can often culture the pathogen in patients with acute diarrhea."",
""confidence_answer_likert"": 5,
""classification"": ""Higher"",
""confidence_classification_likert"": 5,
""polarity"": ""Negative"",
""confidence_polarity_likert"": 5,
""vignette"": ""Without Vignette"",
""confidence_vignette_likert"": 5
}"	C	"While stool culture is an important tool in diagnosing the cause of acute diarrhea, it is not always able to culture the pathogen. Many pathogens may not be culturable, or the disease may be viral or parasitic in nature, which would not be detected by a bacterial culture. Therefore, it is not appropriate to say that stool culture can often culture the pathogen in patients with acute diarrhea."	5	Higher	5	Negative	5	Without Vignette	5	1														1	1	0	0	9	1	5	0	0	0	0	0	0	0	0
E	25	"下列對於吞食異物的處置，何者較不適當？
（Ａ）對於誤食硬幣的兒童，可以使用內視鏡或尿管進行移除。
（Ｂ）對於誤食成包的嗎啡毒品之狀況，不適合以內視鏡進行移除。
（Ｃ）誤食的鈕扣電池如果仍在食道中，應盡速以內視鏡的方式移除。
（Ｄ）對於誤食鈕扣電池已經超過 2 小時，仍卡在食道中，則不適合以尿管進行移除。
（Ｅ）如果同時誤食鈕扣電池和磁鐵且異物已經通過食道，可以等有腸胃道症狀時，進行內視鏡移除處置。"	107	text	107_025	200	application/json		"{
""answerletter"": ""E"",
""reasoning"": ""Option E is the most inappropriate. If a patient has swallowed both a button battery and a magnet, and these objects have passed the esophagus, it is not advisable to wait until gastrointestinal symptoms appear to perform an endoscopic removal. The combination of a magnet and a metallic object (like a button battery) can cause serious complications, such as bowel perforation, if they attract each other through the intestinal walls. Therefore, it is crucial to remove these objects as soon as possible, regardless of the presence of symptoms."",
""confidence_answer_likert"": 5,
""classification"": ""Higher"",
""confidence_classification_likert"": 5,
""polarity"": ""Negative"",
""confidence_polarity_likert"": 5,
""vignette"": ""Without Vignette"",
""confidence_vignette_likert"": 5
}"	E	"Option E is the most inappropriate. If a patient has swallowed both a button battery and a magnet, and these objects have passed the esophagus, it is not advisable to wait until gastrointestinal symptoms appear to perform an endoscopic removal. The combination of a magnet and a metallic object (like a button battery) can cause serious complications, such as bowel perforation, if they attract each other through the intestinal walls. Therefore, it is crucial to remove these objects as soon as possible, regardless of the presence of symptoms."	5	Higher	5	Negative	5	Without Vignette	5	1														1	1	0	0	9	1	5	0	0	0	0	0	0	0	0
D	26	"52 歲女性有甲狀腺亢進病史，自行停藥近兩年，這三天持續發燒合併呼吸喘至急診求治，到院時意識昏迷 E1V2M4，體溫 40℃，心跳約 160-200 次
/min，呼吸速度 32 次/min，血壓 160/90mmHg，血氧飽和度 76%，心電圖監視器呈現心房顫動，肺部聽診雙側囉音，雙下肢水腫，關於該病人之處置，下列敘述何者較適當？
（Ａ）給予amiodarone 150 mg 矯正心律不整。
（Ｂ）先給予 Lugol’s solution，一小時再給 propythiouracil。
（Ｃ）Acetaminophen 可能惡化肝功能，改給予acetylsalicylic acid  降溫。
（Ｄ）病人若為高輸出性心衰竭（high output heart failure），可給予 propranolol 控制心跳速率。
（Ｅ）由於propythiouracil 肝毒性大，且可能導致無顆粒性白血球症
（agranulocytosis），須等 TSH 和free T4 報告確認後才可給予。"	107	text	107_026	200	application/json		"{
""answerletter"": ""B"",
""reasoning"": ""The patient's symptoms suggest a thyroid storm, a life-threatening condition that requires immediate treatment. Lugol's solution, followed by propythiouracil, is a common treatment approach. The other options are less appropriate due to potential side effects or lack of efficacy in this situation."", 
""confidence_answer_likert"": 5,
""classification"": ""Higher"",
""confidence_classification_likert"": 5,
""polarity"": ""Positive"",
""confidence_polarity_likert"": 5,
""vignette"": ""With Vignette"",
""confidence_vignette_likert"": 5
}"	B	"The patient's symptoms suggest a thyroid storm, a life-threatening condition that requires immediate treatment. Lugol's solution, followed by propythiouracil, is a common treatment approach. The other options are less appropriate due to potential side effects or lack of efficacy in this situation."	5	Higher	5	Positive	5	With Vignette	5	0														1	0	1	0	9	0	5	0	0	0	0	0	0	0	0
D	27	"88 歲男性為第二型糖尿病者，目前使用 metformin 以及glypizide 控制血糖，早上被家人發現意識不清，到急診時血糖 36 mg/dL，給予 D50W 80mL 後即恢復意識，下列敘述何者較不適當？
（Ａ）若病人腎功能惡化，須注意是否有乳酸中毒。
（Ｂ）如果施打電腦斷層之顯影劑，metformin 應停用 48 小時。
（Ｃ）病人留院觀察至血糖穩定且無其他需治療的原因，須先確認可進食再離院。
（Ｄ）Metformin 較glypizide 更容易造成低血糖，老年病人不建議使用
metformin。
（Ｅ）由於 glypizide 為長效性藥物，可能會再度低血糖，建議在急診觀察較長時間。"	107	text	107_027	200	application/json		"{
""answerletter"": ""D"",
""reasoning"": ""Metformin is less likely to cause hypoglycemia than glypizide. Glypizide stimulates the release of insulin from the pancreas, which can lead to hypoglycemia. Metformin, on the other hand, works by decreasing glucose production by the liver and improving the body's response to insulin. Therefore, it is less likely to cause hypoglycemia. However, it is not recommended for elderly patients with impaired kidney function due to the risk of lactic acidosis."",
""confidence_answer_likert"": 5,
""classification"": ""Higher"",
""confidence_classification_likert"": 5,
""polarity"": ""Negative"",
""confidence_polarity_likert"": 5,
""vignette"": ""With Vignette"",
""confidence_vignette_likert"": 5
}"	D	"Metformin is less likely to cause hypoglycemia than glypizide. Glypizide stimulates the release of insulin from the pancreas, which can lead to hypoglycemia. Metformin, on the other hand, works by decreasing glucose production by the liver and improving the body's response to insulin. Therefore, it is less likely to cause hypoglycemia. However, it is not recommended for elderly patients with impaired kidney function due to the risk of lactic acidosis."	5	Higher	5	Negative	5	With Vignette	5	1														1	1	1	0	9	1	5	0	0	0	0	0	0	0	0
